Driver,Effect,Software_Addressable,Proposed_Product,Rank,TAM_USD,Penetration,Margin,Potential_Revenue_USD,Potential_Profit_USD,Derivative_Coefficient
Consumer Spending,7.964284115627479,True,Budget NoCode Assistant,438,5000000000.0,0.04157937601072471,0.33313566327320654,207896880.05362353,69257865.02909413,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode App,439,5000000000.0,0.03183889664450247,0.24786987328994992,159194483.22251236,39459516.384823196,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Service,440,5000000000.0,0.0382622338669474,0.2871484060622076,191311169.334737,54934697.33636682,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Studio,441,5000000000.0,0.03227419932874391,0.2902662133801563,161370996.64371955,46840548.14515439,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Hub,442,5000000000.0,0.04806144108699484,0.2701460384939895,240307205.4349742,64918039.56981958,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Exchange,443,5000000000.0,0.02590226542251894,0.2565808974324506,129511327.11259471,33230132.53821722,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Network,444,5000000000.0,0.03182320947779356,0.219666303953933,159116047.3889678,34952434.02969341,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Analytics,445,5000000000.0,0.02488614501663665,0.3026843110090516,124430725.08318324,37663228.29016003,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Engine,446,5000000000.0,0.03018433262626708,0.3432347587783712,150921663.1313354,51801560.6393145,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode API,447,5000000000.0,0.027307902360758224,0.21483867576572335,136539511.8037911,29333967.905624833,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Toolkit,448,5000000000.0,0.042605136890007736,0.3321554077876805,213025684.45003867,70757633.08775234,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode OS,449,5000000000.0,0.028343400706144634,0.2303132152468217,141717003.53072315,32639298.73830603,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode System,450,5000000000.0,0.025572984046132615,0.27830184520497686,127864920.23066308,35585043.23718071,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Portal,451,5000000000.0,0.034052499237403125,0.23891597597818015,170262496.18701562,40678430.44900201,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Bot,452,5000000000.0,0.02135519350968279,0.2722237010489421,106775967.54841395,29066949.069110982,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Planner,453,5000000000.0,0.04877997042906825,0.2978778801128995,243899852.14534125,72652370.91690387,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Tracker,454,5000000000.0,0.034865196698858555,0.21660381110444243,174325983.49429277,37759672.39939394,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Optimizer,455,5000000000.0,0.02757308871648762,0.24421609243618142,137865443.58243808,33668959.913683854,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget NoCode Simulator,456,5000000000.0,0.042944106578217026,0.3315066195896929,214720532.89108512,71181278.0152211,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Platform,457,5000000000.0,0.04704925560699315,0.34768529123761316,235246278.03496575,81791670.69115159,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Dashboard,458,5000000000.0,0.04947100049313598,0.3429498699151972,247355002.46567988,84830365.9184782,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Marketplace,459,5000000000.0,0.022154664215086533,0.2206690303891708,110773321.07543266,24444241.354704022,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable SaaS,460,5000000000.0,0.029133995794280988,0.28293473810966924,145669978.97140494,41215097.35071548,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Coach,461,5000000000.0,0.02290933666116438,0.3268695436703214,114546683.3058219,37441822.10112283,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Assistant,462,5000000000.0,0.03850268537231927,0.28135466034533074,192513426.86159635,54164549.82656011,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable App,463,5000000000.0,0.024959339701018733,0.2379883211600296,124796698.50509366,29700156.763541616,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Service,464,5000000000.0,0.02480936074946774,0.3277899736692198,124046803.7473387,40661298.534091026,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Studio,465,5000000000.0,0.03752683580183655,0.310269414127945,187634179.00918275,58217146.79155709,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Hub,466,5000000000.0,0.028880985887300772,0.25568789556324156,144404929.43650386,36922592.51657806,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Exchange,467,5000000000.0,0.03214564893279601,0.31400224576160524,160728244.66398007,50469029.781810485,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Network,468,5000000000.0,0.04317058963023704,0.23102202912710476,215852948.15118518,49866786.07495454,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Analytics,469,5000000000.0,0.04824616570214297,0.21809830061655297,241230828.51071486,52612033.75451002,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Engine,470,5000000000.0,0.046883662472708906,0.2150593468474714,234418312.36354452,50413849.14599042,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable API,471,5000000000.0,0.02793619433453933,0.3269717804101936,139680971.67269665,45671735.99724744,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Toolkit,472,5000000000.0,0.025384762170382623,0.2620351896964955,126923810.85191311,33258504.85358316,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable OS,473,5000000000.0,0.03349577899832379,0.23678884595348146,167478894.99161893,39657134.266629755,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable System,474,5000000000.0,0.041307356040079596,0.3277001974103306,206536780.20039797,67682143.64416447,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Portal,475,5000000000.0,0.046237254195667155,0.25089832186048416,231186270.97833577,58004247.425647594,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Bot,476,5000000000.0,0.03592551182863443,0.23726096057984775,179627559.14317217,42618607.22892244,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Planner,477,5000000000.0,0.027343895046504363,0.22418810942778863,136719475.2325218,30650880.674338434,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Tracker,478,5000000000.0,0.048200570324225436,0.33319832429083696,241002851.6211272,80301746.3094728,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Optimizer,479,5000000000.0,0.043320761399830765,0.27764922819315935,216603806.99915382,60139879.83701511,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Composable Simulator,480,5000000000.0,0.034718237465356155,0.2794618499273747,173591187.32678077,48512114.341431595,0.8797755709123376
Consumer Credit,0.4837661299462774,True,Credit AI Platform,1,1242967791.165076,0.03609704040731268,0.26518446270465357,44867458.58267394,11898152.897169685,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Dashboard,2,1242967791.165076,0.023952644986762025,0.2188495779302804,29772366.231756825,6515669.783805714,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Marketplace,3,1242967791.165076,0.0485674914753705,0.2723046139379526,60367827.60156993,16438437.989318376,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI SaaS,4,1242967791.165076,0.04859616574715567,0.22453653165651652,60403468.79783401,13562785.383888263,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Coach,5,1242967791.165076,0.036632496561198005,0.2311575880027309,45533013.33553453,10525301.537138343,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Assistant,6,1242967791.165076,0.027595538183798046,0.20450818681417682,34300365.14232697,7014705.482321483,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI App,7,1242967791.165076,0.02356859932220634,0.33752726114437936,29295009.840377524,9887864.436620267,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Service,8,1242967791.165076,0.029645989744469952,0.29121938178718876,36849010.389586315,10731146.025125023,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Studio,9,1242967791.165076,0.03395042395967819,0.26006768678679176,42199283.47827908,10974670.03825612,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Hub,10,1242967791.165076,0.03595658274038205,0.22808584169230123,44692874.22665697,10193811.835635211,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Exchange,11,1242967791.165076,0.04965811695558729,0.32274618030557944,61723439.94570334,19921004.477796577,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Network,12,1242967791.165076,0.042248438981945455,0.27031389455209287,52513448.881561235,14195114.883537063,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Analytics,13,1242967791.165076,0.02458631366379008,0.3380998787410352,30559995.987572882,10332330.937724914,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Engine,14,1242967791.165076,0.030241612021451827,0.20751600345454008,37589349.695575185,7800391.621280896,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI API,15,1242967791.165076,0.03027211030431886,0.31916855457438265,37627258.07886475,12009437.573628526,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Toolkit,16,1242967791.165076,0.038681262349646243,0.31262578771172894,48079563.222216606,15030911.325181339,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI OS,17,1242967791.165076,0.04380906151587132,0.2317931916620814,54453252.425397515,12621893.176063865,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI System,18,1242967791.165076,0.04771349948279541,0.2656984404380559,59306343.060886204,15757602.859361783,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Portal,19,1242967791.165076,0.03917040947792494,0.2003463158880113,48687557.34780792,9754372.744219592,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Bot,20,1242967791.165076,0.04980105495233534,0.2421344578946233,61901107.271794826,14988391.052332964,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Planner,21,1242967791.165076,0.021861893196204657,0.2687393062304771,27173629.096773308,7302622.231231164,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Tracker,22,1242967791.165076,0.023870901715461253,0.22284900652363637,29670761.978385497,6612099.829682492,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Optimizer,23,1242967791.165076,0.038968484390906305,0.258939108735535,48436570.96841555,12542122.516767012,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit AI Simulator,24,1242967791.165076,0.047655573504649856,0.24787347419121053,59234342.93577955,14682622.374925265,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Platform,25,1242967791.165076,0.041785403851517036,0.26916491452323615,51937911.12826079,13979863.409353752,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Dashboard,26,1242967791.165076,0.039798539033878366,0.2899543035073986,49468302.15453685,14343547.096912278,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Marketplace,27,1242967791.165076,0.03418351918276995,0.34250916419366556,42489013.332856566,14552876.444050215,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart SaaS,28,1242967791.165076,0.030281409282648677,0.22658532518739088,37638816.409419455,8528403.455796812,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Coach,29,1242967791.165076,0.04034282182639485,0.3269011341961863,50144828.134920225,16392401.191378256,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Assistant,30,1242967791.165076,0.021207612198197712,0.2674449032634021,26360378.889879335,7049948.982190405,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart App,31,1242967791.165076,0.04677463069061979,0.31244279283843013,58139359.39208185,18165223.822299264,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Service,32,1242967791.165076,0.049754231494928844,0.27971207173958657,61842907.22236756,17298207.70156747,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Studio,33,1242967791.165076,0.03979987156403454,0.24537204217068923,49469958.44660173,12138544.730141804,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Hub,34,1242967791.165076,0.04842606798997977,0.25495032328348044,60192042.76431494,15345980.761855174,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Exchange,35,1242967791.165076,0.042155321380598854,0.2604710306178623,52397706.70229686,13648084.666759735,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Network,36,1242967791.165076,0.036854567901889984,0.30796738025323195,45809040.8593555,14107690.305368975,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Analytics,37,1242967791.165076,0.035268024552540626,0.3360629490364263,43837018.576827094,14731997.739893116,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Engine,38,1242967791.165076,0.03257902963783431,0.29706076972149875,40494684.50724046,12029382.149350101,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart API,39,1242967791.165076,0.030270872999001622,0.26122350023465196,37625720.14820758,9828722.315964252,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Toolkit,40,1242967791.165076,0.033201503247006575,0.2188710527468428,41268399.15429186,9032457.968076777,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart OS,41,1242967791.165076,0.0227517103717702,0.3001234884720137,28279643.186026756,8487385.165734163,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart System,42,1242967791.165076,0.03966553215029157,0.2994364571315143,49302978.882235214,14763109.322526379,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Portal,43,1242967791.165076,0.02059299336028075,0.248982026400767,25596427.47050524,6373050.380226654,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Bot,44,1242967791.165076,0.025934295417775907,0.31672271338160185,32235493.890855473,10209713.092307795,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Planner,45,1242967791.165076,0.0458189120418839,0.2370020565839221,56951431.89428734,13497606.484345274,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Tracker,46,1242967791.165076,0.04003547476543959,0.21940442051874118,49762805.63744359,10918179.534270057,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Optimizer,47,1242967791.165076,0.0282545757680514,0.22079817443501293,35119527.63272113,7754327.588324818,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Smart Simulator,48,1242967791.165076,0.028505622997976876,0.3012104821023917,35431571.25357971,10672360.658935988,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Platform,49,1242967791.165076,0.047309807305557575,0.2303783611886279,58804566.68703427,13547299.703766337,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Dashboard,50,1242967791.165076,0.03626237104852158,0.30520866518651485,45072959.24458927,13756657.727047276,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Marketplace,51,1242967791.165076,0.04858767405456697,0.2915090724330761,60392913.897453785,17605082.311777383,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum SaaS,52,1242967791.165076,0.02765320793082142,0.29382172353709046,34372046.78040166,10099254.026515117,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Coach,53,1242967791.165076,0.029614734850340486,0.34641925860375616,36810161.56286711,12751748.877692908,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Assistant,54,1242967791.165076,0.031990284054909106,0.30281415811415213,39762892.71047372,12040766.880305458,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum App,55,1242967791.165076,0.020696827470402756,0.2600092169202133,25725489.92501118,6688864.490290993,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Service,56,1242967791.165076,0.04625322839967535,0.29153411666498685,57491273.138198234,16760667.530290108,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Studio,57,1242967791.165076,0.03331828659187929,0.3403906249153589,41413557.09051317,14096786.57800767,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Hub,58,1242967791.165076,0.04561953128441687,0.24833235107344076,56703608.03457772,14081340.297573531,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Exchange,59,1242967791.165076,0.036336452061240185,0.2734736384138694,45165039.557335384,12351447.696850846,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Network,60,1242967791.165076,0.03896607500344587,0.25011669004381337,48433576.1774058,12114045.760477629,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Analytics,61,1242967791.165076,0.02732615002297665,0.3369007752883304,33965524.33510478,11443011.481571453,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Engine,62,1242967791.165076,0.04771623498495519,0.32649843286429686,59309743.20196348,19364538.20902496,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum API,63,1242967791.165076,0.04934613292293684,0.31174872886695326,61335653.84176104,19121312.119392462,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Toolkit,64,1242967791.165076,0.04294001685685999,0.31438851379439614,53373057.905162394,16779876.35146625,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum OS,65,1242967791.165076,0.03441822892826919,0.26846782917714074,42780749.98678468,11485255.079522075,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum System,66,1242967791.165076,0.027206788284470096,0.29672287915389356,33817161.538643666,10034325.536558662,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Portal,67,1242967791.165076,0.028679604083070034,0.23867126145535317,35647824.138622455,8508111.15530361,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Bot,68,1242967791.165076,0.037578841222881645,0.26149735823375647,46709289.2693483,12214355.74891093,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Planner,69,1242967791.165076,0.026565698263838967,0.3224084025129247,33020307.291761816,10646024.524422806,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Tracker,70,1242967791.165076,0.045817097578831276,0.22515492795166717,56949176.57515466,12822387.74868572,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Optimizer,71,1242967791.165076,0.020225210983999996,0.25041949527940605,25139285.822630107,6295367.26738776,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Quantum Simulator,72,1242967791.165076,0.04392532507042257,0.32587607993514867,54597764.27899108,17792105.396460902,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Platform,73,1242967791.165076,0.024149872103481476,0.3161503851774577,30017513.185383458,9490048.355628395,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Dashboard,74,1242967791.165076,0.023471125019282883,0.2585093885234794,29173852.421377398,7541714.7503245,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Marketplace,75,1242967791.165076,0.04995828545035748,0.22888862348463648,62096539.71662519,14213191.4988974,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge SaaS,76,1242967791.165076,0.024618907477328793,0.26342004988201906,30600509.047992744,8060787.619837424,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Coach,77,1242967791.165076,0.03859005577909584,0.339935117361988,47966196.39267983,16305394.600153785,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Assistant,78,1242967791.165076,0.049424634365991024,0.2104460954887092,61433228.60703737,12928383.09361629,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge App,79,1242967791.165076,0.024139925520437158,0.31861069608439907,30005149.90302722,9559961.696720243,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Service,80,1242967791.165076,0.028118964568125814,0.33272735892595406,34950967.27909238,11629143.034679847,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Studio,81,1242967791.165076,0.0399035977168726,0.21677672035710158,49598886.71368091,10751883.995155167,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Hub,82,1242967791.165076,0.04497587854772021,0.2264534570012114,55903568.41416852,12659556.326092191,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Exchange,83,1242967791.165076,0.032704861840389614,0.2828277392838995,40651089.88210806,11497255.850783223,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Network,84,1242967791.165076,0.03502298447240835,0.3029244373422726,43532441.64967816,13187040.39286407,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Analytics,85,1242967791.165076,0.039580602046077655,0.34880630082920827,49197413.498197034,17160367.812671065,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Engine,86,1242967791.165076,0.049982657276725635,0.27746891039534616,62126833.11181267,17238264.689848177,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge API,87,1242967791.165076,0.02285597260882592,0.30917649484530774,28409237.788521834,8783468.560682042,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Toolkit,88,1242967791.165076,0.049299922346497674,0.24774895814435305,61278215.583635986,15181614.067790875,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge OS,89,1242967791.165076,0.033836266575127213,0.26371653872231837,42057389.526158564,11091229.193534821,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge System,90,1242967791.165076,0.021542574636707883,0.30083966468351675,26776726.412197586,8055501.3951677885,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Portal,91,1242967791.165076,0.030600130852054035,0.31811958119472533,38034977.0545399,12099670.971341219,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Bot,92,1242967791.165076,0.04496360225845958,0.3231846179896768,55888309.38202252,18062241.91771782,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Planner,93,1242967791.165076,0.032499979941196404,0.24823185233613493,40396428.28041817,10027680.219812028,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Tracker,94,1242967791.165076,0.04246462339001164,0.32020841507640846,52782159.13773959,16901291.521806363,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Optimizer,95,1242967791.165076,0.034737723391740985,0.33395465293044546,43177871.31433568,14419451.029054409,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Edge Simulator,96,1242967791.165076,0.02431726088235675,0.331860316948844,30225572.046127878,10030667.919188116,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Platform,97,1242967791.165076,0.022882856989156437,0.2230288283081921,28442654.2073581,6343531.8418421475,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Dashboard,98,1242967791.165076,0.03601520039821881,0.21012777202811225,44765734.0873416,9406523.96697601,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Marketplace,99,1242967791.165076,0.021584213042003312,0.20007781162485583,26828481.60885528,5367783.889517456,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud SaaS,100,1242967791.165076,0.0330894997908279,0.3161935821938345,41129182.4657626,13004783.536553323,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Coach,101,1242967791.165076,0.02104515050839747,0.29783864096987833,26158444.242159378,7790995.482971088,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Assistant,102,1242967791.165076,0.04469381952248559,0.22520012728668068,55552978.13059447,12510537.746164063,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud App,103,1242967791.165076,0.02440591204464213,0.32912014604308043,30335762.58549795,9984110.6124673,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Service,104,1242967791.165076,0.044693738298502844,0.280841264939628,55552877.17180004,15601540.295964109,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Studio,105,1242967791.165076,0.04457599637881941,0.21391341161367422,55406527.75796359,11852199.37837373,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Hub,106,1242967791.165076,0.03183444553816263,0.31066963341595594,39569190.45353491,12292945.892765833,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Exchange,107,1242967791.165076,0.027723558779718903,0.31284933716503294,34459490.61966235,10780628.799406037,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Network,108,1242967791.165076,0.03512535813172442,0.31253989819223493,43659688.81087174,13645394.696054513,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Analytics,109,1242967791.165076,0.03394038913571989,0.2551856510332727,42186810.515308894,10765468.706366414,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Engine,110,1242967791.165076,0.02657567649435897,0.23125690121525228,33032709.910911,7639042.1327396305,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud API,111,1242967791.165076,0.042544724317141874,0.2178365522050941,52881722.01020493,11519571.99737128,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Toolkit,112,1242967791.165076,0.022579470503328355,0.22644370475331954,28065554.577199034,6355268.154417434,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud OS,113,1242967791.165076,0.025260395343617657,0.32346614342103497,31397857.80421301,10156143.975610828,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud System,114,1242967791.165076,0.031955198704226376,0.34855826860407235,39719282.74963336,13844484.4254078,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Portal,115,1242967791.165076,0.024116337733718372,0.29803097385404653,29975831.0438709,8933726.118089205,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Bot,116,1242967791.165076,0.03346188521603752,0.2589377265045611,41592045.55519747,10769749.716736969,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Planner,117,1242967791.165076,0.046252525971622466,0.34633934687425993,57490400.042752884,19911187.60234696,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Tracker,118,1242967791.165076,0.04618576876322536,0.22884510185526996,57407422.98288719,13137407.559767386,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Optimizer,119,1242967791.165076,0.02662393763626802,0.2984110818642595,33092696.9558688,9875227.500406897,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Cloud Simulator,120,1242967791.165076,0.02867250744914575,0.310208769617087,35639003.251228884,11055531.348943075,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Mobile Platform,121,1242967791.165076,0.03699261952428934,0.2826363152735605,45980634.579515986,12995797.131494457,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Mobile Dashboard,122,1242967791.165076,0.04485640774516357,0.3065799157614017,55755070.05460597,17093384.680612147,8.717628935756006e-06
Consumer Credit,0.4837661299462774,True,Credit Mobile Marketplace,123,1242967791.165076,0.02079733294991875,0.20741887057190236,25850414.998885162,5361863.882883725,8.717628935756006e-06
